date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:11:18	13113/13113	---M--	200	added ('OK')	image/gif	date:Thu,%2002%20Jun%202011%2015:11:29%20GMT	https://sites.google.com/site/deansbook/_/rsrc/1306176408000/system/app/images/toolbar-check.gif	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1306176408000/system/app/images/toolbar-check.gif	(from https://sites.google.com/site/deansbook/)
16:11:19	6664/6664	---M--	200	added ('OK')	image/gif	date:Thu,%2002%20Jun%202011%2015:11:30%20GMT	https://sites.google.com/site/deansbook/_/rsrc/1306176408000/system/app/images/toolbar2.gif	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1306176408000/system/app/images/toolbar2.gif	(from https://sites.google.com/site/deansbook/)
16:11:19	837/837	---M--	200	added ('OK')	image/gif	date:Thu,%2002%20Jun%202011%2015:11:30%20GMT	https://sites.google.com/site/deansbook/_/rsrc/1306176408000/system/app/images/formatblock-menu-icons.gif	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1306176408000/system/app/images/formatblock-menu-icons.gif	(from https://sites.google.com/site/deansbook/)
16:11:20	6287/6287	U-----	200	untouched ('OK')	image/jpeg	date:Thu,%2019%20May%202011%2013:49:18%20GMT	https://sites.google.com/site/deansbook/_/rsrc/1298375204579/config/customLogo.gif?revision=6	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1298375204579/config/customLogo544b.jpg	(from https://sites.google.com/site/deansbook/)
16:11:21	35093/35093	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/home/preface	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/home/preface.html	(from https://sites.google.com/site/deansbook/)
16:11:21	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.3e.delayed	(from https://sites.google.com/site/deansbook/)
16:11:21	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.3f6fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:23	27940/27940	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/summary-of-the-book	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/summary-of-the-book.html	(from https://sites.google.com/site/deansbook/)
16:11:23	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.42.delayed	(from https://sites.google.com/site/deansbook/)
16:11:23	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.436fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:24	27677/27677	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/collocation-of-ballad-texts	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/collocation-of-ballad-texts.html	(from https://sites.google.com/site/deansbook/)
16:11:24	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.4d.delayed	(from https://sites.google.com/site/deansbook/)
16:11:24	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.4e6fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:26	27982/27982	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/gaelic-ballads-general-background	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/gaelic-ballads-general-background.html	(from https://sites.google.com/site/deansbook/)
16:11:26	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.54.delayed	(from https://sites.google.com/site/deansbook/)
16:11:26	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.556fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:28	29481/29481	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/the-sample	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/the-sample.html	(from https://sites.google.com/site/deansbook/)
16:11:28	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.5e.delayed	(from https://sites.google.com/site/deansbook/)
16:11:28	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.5f6fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:30	28874/28874	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/the-bdl-corpus	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/the-bdl-corpus.html	(from https://sites.google.com/site/deansbook/)
16:11:30	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.67.delayed	(from https://sites.google.com/site/deansbook/)
16:11:30	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.686fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:31	493/493	---M--	302	error ('Moved%20Temporarily')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/admin/revisions?wuid=wuid:gx:3dd8da6d1ecd3d24	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/admin/revisions.6d7705.delayed	(from https://sites.google.com/site/deansbook/)
16:11:31	570/570	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2002%20Jun%202011%2015:11:43%20GMT	https://sites.google.com/site/deansbook/the-bdl-corpus/BDLtable.doc?attredirects=0&d=1	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/the-bdl-corpus/BDLtable.6e9a1b.delayed	(from https://sites.google.com/site/deansbook/)
16:11:33	45657/45657	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/scribal-features-of-bdl	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/scribal-features-of-bdl.html	(from https://sites.google.com/site/deansbook/)
16:11:33	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.70.delayed	(from https://sites.google.com/site/deansbook/)
16:11:33	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.716fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:34	46135/46135	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/language-style-and-metre	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/language-style-and-metre.html	(from https://sites.google.com/site/deansbook/)
16:11:34	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.73.delayed	(from https://sites.google.com/site/deansbook/)
16:11:34	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.746fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:36	35575/35575	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/scottish-gaelic-features-in-the-bdl-texts	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/scottish-gaelic-features-in-the-bdl-texts.html	(from https://sites.google.com/site/deansbook/)
16:11:36	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.76.delayed	(from https://sites.google.com/site/deansbook/)
16:11:36	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.776fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:38	30599/30599	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/about/guide	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/about/guide.html	(from https://sites.google.com/site/deansbook/)
16:11:38	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.7f.delayed	(from https://sites.google.com/site/deansbook/)
16:11:38	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.806fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:39	31070/31070	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/aims-and-principles	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/aims-and-principles.html	(from https://sites.google.com/site/deansbook/)
16:11:39	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.87.delayed	(from https://sites.google.com/site/deansbook/)
16:11:39	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.886fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:41	37934/37934	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/ballads/Poem-1	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/ballads/Poem-1.html	(from https://sites.google.com/site/deansbook/)
16:11:41	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.8a.delayed	(from https://sites.google.com/site/deansbook/)
16:11:41	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.8b6fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:43	39205/39205	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/ballads/Poem-2	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/ballads/Poem-2.html	(from https://sites.google.com/site/deansbook/)
16:11:43	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.8f.delayed	(from https://sites.google.com/site/deansbook/)
16:11:43	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.906fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:44	36031/36031	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/ballads/Poem-3	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/ballads/Poem-3.html	(from https://sites.google.com/site/deansbook/)
16:11:44	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.93.delayed	(from https://sites.google.com/site/deansbook/)
16:11:44	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.946fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:46	43660/43660	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/ballads/iv-is-fada-a-nocht-a-noil-finn	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/ballads/iv-is-fada-a-nocht-a-noil-finn.html	(from https://sites.google.com/site/deansbook/)
16:11:46	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.97.delayed	(from https://sites.google.com/site/deansbook/)
16:11:46	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.986fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:48	56312/56312	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/ballads/v-ladha-deachaidh-fionn-mo-thriath	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/ballads/v-ladha-deachaidh-fionn-mo-thriath.html	(from https://sites.google.com/site/deansbook/)
16:11:48	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.9b.delayed	(from https://sites.google.com/site/deansbook/)
16:11:48	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.9c6fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:50	95258/95258	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/ballads/vi-la-dha-deachaidh-se-dha-chill	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/ballads/vi-la-dha-deachaidh-se-dha-chill.html	(from https://sites.google.com/site/deansbook/)
16:11:50	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.9f.delayed	(from https://sites.google.com/site/deansbook/)
16:11:50	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.a06fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:52	57066/57066	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/ballads/vii-la-dhan-deachaidh-fionn-do-dh-ol	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/ballads/vii-la-dhan-deachaidh-fionn-do-dh-ol.html	(from https://sites.google.com/site/deansbook/)
16:11:52	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.a3.delayed	(from https://sites.google.com/site/deansbook/)
16:11:52	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.a46fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:54	49624/49624	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/ballads/viii-anbhfann-anocht-neart-mo-lamh	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/ballads/viii-anbhfann-anocht-neart-mo-lamh.html	(from https://sites.google.com/site/deansbook/)
16:11:54	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.a7.delayed	(from https://sites.google.com/site/deansbook/)
16:11:54	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.a86fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:56	139543/139543	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/ballads/ix-theighim-toisg-a-dh-fhosgladh-finn	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/ballads/ix-theighim-toisg-a-dh-fhosgladh-finn.html	(from https://sites.google.com/site/deansbook/)
16:11:56	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ab.delayed	(from https://sites.google.com/site/deansbook/)
16:11:56	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.ac6fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:11:58	57207/57207	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/ballads/x-truagh-liom-tulach-na-feine	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/ballads/x-truagh-liom-tulach-na-feine.html	(from https://sites.google.com/site/deansbook/)
16:11:58	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.af.delayed	(from https://sites.google.com/site/deansbook/)
16:11:58	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.b06fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:12:00	56097/56097	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/ballads/poem-xi	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/ballads/poem-xi.html	(from https://sites.google.com/site/deansbook/)
16:12:00	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.b3.delayed	(from https://sites.google.com/site/deansbook/)
16:12:00	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.b46fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:12:01	76156/76156	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/ballads/xii	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/ballads/xii.html	(from https://sites.google.com/site/deansbook/)
16:12:01	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.b7.delayed	(from https://sites.google.com/site/deansbook/)
16:12:01	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.b86fb5.delayed	(from https://sites.google.com/site/deansbook/)
16:12:03	57547/57547	U--MC-	200	updated ('OK')	text/html	etag:%221306860933476|#public|en|||0%22	https://sites.google.com/site/deansbook/ballads/xiii	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/ballads/xiii.html	(from https://sites.google.com/site/deansbook/)
16:12:03	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.bb.delayed	(from https://sites.google.com/site/deansbook/)
16:12:03	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.bc6fb5.delayed	(from https://sites.google.com/site/deansbook/)
